joke
أربعة محششين راكبين سيارة نزلو منها وبعدين ركبوا السيارة وتلخبطوا في الأماكن وركب السواق وراء رجع يقول : يا شباب بدون صفاط اللي شل السكان يرجعه
اثنين محششين في المدرسة عطوهم استدعاء ولي أمر ومكتوب على الظرف ( إلى ولي الطالب فلان بن فلان المحترم المحشش الأول يقول لخويه : تصدق توني اعرف ان عايلتنا المحترم. قاله الثاني : وأنا توني اعرف إني أنا وأنت من نفس العائلة • قاموا حضنوا بعض وقاموا يبكون
محشش سرق دجاجة وراح ياكلها على البحر مسكته الشرطة وانكر قال الشرطي والريش اللي جنبك تورط المحشش وقال: ما سرقتها هي راحت تسبح وقالتلي انتبه لملابسي
محششين مسوين حادث وجه بوجه قال الأول : أنا أأشر لك بالنور أشتيك تنتبه وانت مشغل لي المساحات ليش !! قال الثاني : أنا قصدي أسألك أسير يمين ولا يسار !؟
محشش صلى ببنات لما قالو البنات : اميين !! قال : ياقلبي ع الصوت وربي لا اعيد الفاتحه
محشش بيدفن رقاصة و مش عارف أيش يكتب على قبرها وبعد سيجارتين حشيش وتفكير عميق كتب : . وأخيراً نامت لوحدها !
محشش قال لصاحبه : من كثرة الاعراس هذه الايام بين اشك ان به تخفيضات
"محشش اشتغل طيار "" فصلوه من ثاني يوم ليش ؟ حالف انه ينزل كل واحد عند بيته"
محشش مريض بالمستشفى ركبوا له مغذيه صار يغمض ويفتح عيونه سألوه ليش ؟؟ قال لهم جاري الشحن
محشش لحيته طويلة وأول مرة يدخل مسجد ! جا واحد يسئله ياشيخنا أنا فاتتني ركعتين ويش اسوي قال المحشش : فيه أحد شافك قال : لا قال.. خلاص فحط !
محشش .. سهران في الشارع اتصلت عليه مرته وقالتله : تعال بسرعة عيالك امراض لازم تشلهم للمستشفى © وهو راجع في الطريق شاف لوحة مكتوب عليها ( لا تسرع .. أولادك في انتظارك ) .. قال : شوفوا بنت الكلب ماخلت احد الا وقالت له
محشش اتصايح مع شيبه سار علق صورته على المقبرة وكتب: إنتظروه قريبا
محشش تقدم لبنت يبي يخطبها ، قالت له : أنا آسفه ، أنا في داخلي إنسان ثاني غيرك أنتظره ، قال لها : بلا فلسفه وقولي حامل وخلاص
محشش ليلة الدخله استلم عروسته بوس بوس بوس ملت البنت قالتله ماتبي شيء من تحت قال دخان وعصير
محشش زوجوه ببنت ضعيفة وعشان المنظر أمام النسوان لفوها بورق تحت الفستان !!... المهم وصلت عند العريس وكلما فك ورقة لقي ورقة ثانية !!... قام اتصل لأبوها قال : يا أخي خارجني، بنتك في أي صفحة ..؟
طازجة محشش يقول المحشش تقدر تمشي فوق دخان سجارتي رد عليه المحشش انت مجنون افرض طفيت السجارة وانا بالوسط
محشش اشترى حشيش وراح البيت وجربه بس ماعجبه ٠٨٠ من قوة الحشيش لبس ملابس اخته ورجع عند بياع الحشيش وقاله : النوعية اللي اعطيتني ماهي قوية ٠٨٠ رد عليه البياع : صدقني أقوى من كذا بتجي لك الدورة ...!!!
محشش جاله ولد بدون كعل ) شله عند الدكتور سأله الدكتور به احد من العائله هكذا قال المحشش ايوه أمه
محشش يكتب مسج لحبيبته : الى ارق واعذب واحلى واجمل واكرم واشرف واحمد وابراهيم وحسن وكل الشبااااب على راسي والله تحمس المحشش ونسى حبيبته
اثنين محششين مشوا من تحت جسر ولقوا بيضة تحت الجسر واحد قال: هذه بيضة صقر والثاني قال : لا هذه بيضة نسر وقاموا يتضاربوا جاء واحد محشش يسد بينهم سألوه : هذه بيضة نسر ولا صقر قال وين حصلتوها قالوا تحت الجسر قال : خلاص بيضة جسر
محشش و سكران يتحدون في الكذب المحشش يقول : في يوم من الأيام انطفت علينا الطياره في الجو نزلنا ندهفها قال السكران : قسم بالله شفتكم
مدرس يدرس محششين ومدوخينه ما يفهمون أبداً آخر الحصة رفع طالب يده بيسأل فرح المدرس وقال المدرس : تفضل قال المحشش : استاذ انت وين تشتغل
محشش يصلي اتصل به صاحبه وقال له وينك قال في الركعة الثانية
محشش مزلط اشترى سيارة (( بي إم دبليو )) بمواصفات خاصة فيها الكمبيوتر يصلح كل شيء من غير ما يروح يصلحها حب يجربها فكسر الباب اللي ع اليمين فرد الكمبيوتر: يا أيها الباب ارجع كما كنت فرجع الباب وكسر الباب اللي ع الشمال فرد الكمبيوتر يا أيها الباب ارجع كما كنت! فرجع الباب عجبته الحكاية قام جربها وطار من فوق جسر !!! . فرد الكمبيوتر يا أيتها النفس المطمئنة ارجعي إلى ربك راضية مرضية
"قلكم محشش بيحكي لخبرته قال : امس وصلت للبيت والباب مغلق دخلت من تحت الباب والثاني قال : وانا والكل وصلت للبيت والباب مغلق جيت ادخل من تحت الباب وهو مسدود رجعت دخلت من الخزق حق المغلقة الثالث قال : وانا والكل وصلت والباب مغلق ومن تحت الباب مسدود والخزق حق المغلقة مسدود، طلعت الجباء ودخلت من القصبة حق الخزان ونزلت للحمام ووصلت للـ حنفي جيت اشتي اخرج طلع مسدود. قالوا له : ايوه وكيف خرجت ياجني .... قلهم : جلست ""اوطل"" للصبح"
محشش معاه كيس سمك يقول للمحشش إلي جنبه أتحداك تعرف وشو بالكيس إذا عرفت بعطيك منه سمكه! قال المحشش : بحر
محشش كذاب جاه سؤال بأختبار التاريخ أذكر أحداث غزوة أحد كتب والله ماشفت شيء من كثر الغبار
محشش أشتري تاكسي وقفته وحده وقالت له : أشتي أسير شارع جمال قال لها : سيري بس لا تتأخري المهم المحشش قدله اسبوعين بيجمع قيمة فريم جديد .
محشش معجب بجارته وزوجها ميت قرر يصارحها راح دق بابها فتحت الباب وشافها بدون مكياج انصدم وإرتبك ما عرف ايش يقول . سألها؟: مافي أخبار عن المرحوم
محشش سجل اخته في برنامج من سيربح المليون سألوه : ليش سجلت أختك في البرنامج ؟؟ قال حاب أشوف مين هو الصديق اللي راح تتصل فيه هالملعونه
محشش متزاعل مع زوجته اتصل سألها : وش طبختي للعشاء ؟ قالت له : تبن قال : حلو تعشي ونامي لأني بتأخر
جاء شيخ لرجل يشرب الخمر في المطار وكان ينظر للطائرة من خلف الزجاج ، قال له الشيخ : منذ متى وأنت تشرب الخمر ؟ قال :- منذ 20 عام !! قال الشيخ : هل تعلم لو جمعت اموال الخمر لعشرين عام لاستطعت شراء هذه الطائرة !!! قال له :- هذه طائرتي !! فقال الشيخ :- صب لي كاس
واحدة بتقل لزوجها الذماري : انت ليش ما تقلي الله يخليش لي ولا يحرمني منش ؟ قالها : طيب وافرضي الله استجاب ؟!!!!!!
محشش بمطعم : المحشش : ذوقلي الشوربه الجرسون : خيرر فيها إشي ؟؟ المحشش : ذووقها بس .!! الجرسون : اذا بارده ببدلك اياها المحشش : لو سمحت ذوقها .... الجرسون : لو سمحت انت لو ناقصها شي احكيلي وانا ببدلها المحشش : ياخي رد علي وذوقهاا بس الجرسون : طيب ماشي بذوقها .. بس وين الملعقه ؟ المحشش : أهااا وين الملعقه .. يا حيوان
"ولد يسأل امه لو نفترض انك ما تزوجتي ابوي ولا ولدتيني و شفتيني عند ناس بتعرفيني ؟ هذا راضع مخدرات """
محشش قرر يتخلص من زوجته قال لها قومي نطلع الجباء طلعوا وقام يلعب معاها في قرنة البيت ودهف ابوها لا تحت نكعت ووقعت لا فوق البقرة نزل يبسرها لقيها بالدرج طالعه قالت له أبسرت كيف ماتت البقره بسبب المزاح حقك
محشش يوصي زوجته قال انا رايح الجبهه واذا قتلت لا تتزوجين غير صالح بن عمي قالت له كل هذا محبه منك في بن عمك صالح قال لا والله غشني مره بسيارة هيلوكس وابغى اردها له
محشش يسأل اخوه المحشش يقول : اتحداك وش اسم ميسي ؟ ... قاله : صالح قال : وش دراك ! قاله : سمعت المعلق يقول فاول لصالح ميسي
محشش يسمع أغنية حسين الجسمي الأغنية كانت بتقطع كل شويه المحشش وقف المسجله وقال : حسين إذا مش انت حافظ للأغنيه أسكت
محشش رجع بيتهم شايل قطه فتحت زوجته الباب قال : ايش رايك بالبقره قالت : ياغبي ذي مو بقره قال : اسكتي انا اكلم القطه
محشش شغل التلفزيون لقى المغنية وردة تقول : بتونس بيك قال المحشش : في جهنم انشاء الله ردت وردة : وانت معاياا قال المحشش : بنت الكلب سمعتني .!
محشش على نياته تزوج وبعد أربع شهور ونص جابت زوجته ولد سألها محشش : هذا الولد كيف جاء واحنا متزوجين من أربع شهور ونص ؟ قالت له : أنت متزوجني من متى ؟؟ قال : من أربع شهور ونص قالت له : وأنا من متى تجوزتك؟ قال : من أربع شهور ونص قالت له : كذا كم يصيروا 9 شهور قال المحشش : الله يلعن الشيطان .. راح تفكيري بعيد ابليس انصدم ورجع يغني انت معلم
ثلاثة محششين كسروا باب محل ذهب يشتوا يسرقوه واحد شل الذهب و الثانى شل الزلط والثالث جلس في الدكان صاحب المحل جاب الشرطه فتحوا الدكان لقيوا الرجال جالس رجل على رجل سألوه : ليش ما هربت؟ قال : احنا ثلاثة واحد شل الذهب و واحد شل الزلط وانا شليت لي الدكان
محشش يقول لشيخ : كيف أستطيع الامتناع عن تعاطي الحشيش ؟ قال له الشيخ : استبدله بشرب اللبن قال المحشش : ولماذا اللبن بالذات ؟ قال الشيخ : لأنه يعطي جسمك قوة ويجعلك تستطيع أن تحرك الجدار قال المحشش : بس كذا ... هيه أيش رأيك أن الحشيش أقوى من اللبن حقك ... ويخلي الجدار يتحرك قدامي لوحده وأنا جالس في مكاني
محشش تعسكر في الأمن وكان ضابط الأمن يصيح ويبهرر المحشش قال للضابط : لا تصيح ولا تبهرر فوقي ولا تهنجم حين قد معك نجمتين * * . المغرف حق الفول معه سبع نجمات *
محشش كل ما يلمس مكان في جسمه يحس بألم راح سوى فحص كامل لجسمه طلع اصبعه مكسوره
محشش طلق زوجته .. واختلفوا من يأخذ الولد راحوو للمحكمة قالت الزوجه : يا شيخ أنا من حقي أخذ الولد لأني أنا إللي تعبت وأنا إللي حملته في بطني تسعة أشهر وانا وأنا وأنا قال الشيخ للمحشش : هاه ايش رأيك .. قال المحشش بكل ثقه : بالمنطق يا شيخ انت إذا حطيت ريالين في مكينة البيبسي، ونزلك البيبسي ، من يأخذ البيبسي انت ولا المكينه ؟! قال الشيخ: خذ ولدك وأنقلع الله لا يردك
محشش راكب على حمار شاف بنت حلوة ويبي يستخف دمه قال لها : أول مره اشوف قمر يمشي على الأرض ! قالت : وانا أول مرة أشوف حمار دورين
محشش طلق زوجته! سألوه ليش !! قال تعاملني مثل الكلب !! قالوا له يعني ما تحترمك ؟ قال لا بس تشتيني اكون وفي !!!
"محشش عريس دخل على عروسته وحط يده على جبهتها !!!!!!!! وبعدين سكت ويفكر ويفكر ويحاول يتذكر الدعاء ، يدور من هنا وإلا هناك ولا لقاه واخر شيء قال "" سبحان الذي سخر لنا هذا وماكنا له مقرنين"" العروس ما استحملت الموقف انفجرت من الضحك !!!"
محشش قال لصاحبه تصدق انك تشبه مرتي بس لو مابش شنب... قال صاحبه : بس أنا مابش معي شنب!! قاله : عارف بس مرتي معاها
"محشش في حصة العلوم طلع له المدرس مجسم هيكل عظمي قال له : ما هذا ؟! قال محشش : انسان يابس يقولون الهيكل طلع من الصف يضحك """
محشش مسافر اتصلوا له اهله وقالوله مبروووووووك خطبنا لك فرح قووووي وقالهم أسألكم بالله ما تزوجونيش إلا لما أجي
محشش خايف من زوجته تشوف ارقام البنات اللي بجواله شوفو وش مسميهم !!! ندى للأكترونيات مجوهرات اسيل بقاله شهد قرطاسيه ليلى ورشة نوره مي للجوالات دلال الزينة السيارات مغسلة لولو مياه (صالحه) للشرب عجبتني الأخيره .
سألو محشش : ماذا تعرف عن صالون النساء؟! قال : هو اكبر برنامج فوتوشوب بالعالم ... تدخل الحرمة مدافع الاتحاد وتطلع مشجعة روسية !!
صحى شيبه من النوم قبل صلاه الفجر بنصف ساعه وتوضا وخرج للمسجد وفي طريقه يقول اللهم اجعل لي نورا من يميني ونورا من شمالي ونورا من فوقي ونورا من تحتي سمعه واحد مخزن جنب الجامع قاله يا حاج يا حاج ما هكذا يشتيلك لوحين ابو 150 وبطارية ابو مائتين وات
محشش بيقول لصاحبه : من المفروض ان انا وانت نكون فنانين رد صاحبه ايش من فنانين قله : انت فنان تشكيلي وانا فنان اشكيلك
محشش بيساله القاضي،، قله : بتصلي؟ قال ايوه قال كم فرض الفجر ؟ قال عشرين قال بزوه الحبس بعدين بيساله واحد في الحبس ، قله ليش حبسوك قال ما عرفت اجاوب كم فرض صلاه الفجر قله يا أهبل ليش ماقلت ثنتين قال المحشش اكرضه قد قلنا له عشرين مارضي يقبل وانت تقولي ثنتين
سكران عطا محشش كف قاله المحشش : جد ولا مزح ؟ قاله السكران : لا جد ! قال المحشش : طمنتي لاني قسم بالله هذه الأيام ما أتحمل المزح
محشش خالته جابت ولد بدون اذنين قالت له امه روح بارك لخالتك بس انتبه لا تجيب سيرة الاذنين علشان لا تجرح مشاعرها ولا تقلب عليها المواجع راح المحشش وسلم على خالته وبارك لها وقالها .. اهم شي تكثرون له من عصير الجزر قالت خالته ليه؟ قال علشان ما يقصر نظره قالت خالته : وش المشكله اذا قصر نظره نفصل له نظاره قال : وهذي هي المشكله ! وين يعلقها
واحد يبي يتهرب من زوجته اتصلت فيه قالتله : الو يسوي نفسه ما يسمع ويقول : الو ألو ألو وتقوله : رد ألوو ويسوي نفسه ما يسمع ويقول : الو ألو ألو قالت : احلف انك ما تسمع قال : والله
في وحده من البنات كان شكلها قبيح ، بس معاها فلوس كثيييير. تقول لصاحبتها لو بس واحد يقولي انتي حلوه كذا من نفسه ، راح اعطيه نص فلوسي. سمعها محشش فقال هذي فرصة فلوس حلال. راح ورجع ثاني يوم الصباح دق الباب وفتحت له الباب. . جلس يتفرج المحشش فيها حوالي دقيقتين وقال ... يا شيخه روووووحي الرزق على الله
ثلاث محششين مسكهم شرطي صارو يترجونه عشان يتركهم حس الشرطي إن واحد منهم سكران قال الشرطي بسأل كل واحد فيكم سؤال والذس يجاوب يروح سأل الأول : مين فاز بمباراة برشلونه وريال مدريد ؟ قال : برشلونة قال : روح سأل الثاني: مين أنتصر في معركة بدر بين المسلمين والكفار؟ قال : المسلمين قال: روح سأل الثالث: وش فهمت من الاسئله؟ قال: برشلونة و المسلمين على النهائي قال : اركب يا كلب
محشش طفران .. دعسته سياره و حصل ع تعويض 50 الف راح وقف قدام القطار و هو يضحك و يقول : ادعس يابو الملايين ادعس ل
ثلاثه جالسين بسطح عماره * الاول * قال : تصدقو اني اشوف الجامع الفلاني وفيه بالسطح شايب جالس يقرأ بالمصحف * والثاني * قال : تصدقواني اشوف ايش هيه السوره الي فاتحها * والثالث * قال : تصدقو اني اشوف ايش هيه الايه الي يقراها.... قالو له : وايش هيه الايه ... !! قال : * الا لعنه الله على الكاذبين *
محشش يغسل سيارته سألوه ليش بديت من اللوحة؟ قال: مره غسلت السياره من السقف ويوم وصلت للوحة اكتشفت انها مو سيارتي
محشش راح لدكتور نفساني قاله: تجيني حالة غريبة، اكلم الناس بس ما أشوفهم سأله الدكتور: متى تجيك الحالة قاله: إذا تكلمت بالتلفون 8
محشش مات أبوه وكان يبكي عليه ، جاه تلفون وبعد ما خلص صار يبكي أكثر سألوه : خير ؟ ... قال لهم : هذي أختي تقول حتى أبوها توفى
محشش قال لأبوه : عادي أتزوج جدتي قال أبوه تبي تتزوج أمي يا كلب قال المحشش عادي هذا انت متزوج أمي وما تكلمت و لا زعلت يا نسب
تحليلات محشش كثيرون يدخلون غرفة الإنعاش وقليل يخرجون منها أحياء ... و لهذا سموها ( إن ... عاش)
وما زال المحششون محتارون هل تقويم الأسنان هجري ولا ميلادي
محشش يسال خويه لو اشرب عرق اسكر! قال : أكيد قال طيب لو اشرب مزيل عرق يروح
محشش قالو له وش رايك في الزواج المبكر قال : يعني الساعة كم
محشش شاري جهاز المشي شغله وقام يركض عليه ساعة .. ساعتين ثلاث : دخلت عليه أمه قالت له خلاص يا وليدي لا تموت علينا قال: والله ما أنزل لينأشوف وين موديني
محشش ماشي مع حبيبته قالت له إحكيلي كلمة تزيد دقات قلبي قالها أخوكي ورآنا
محشش لقي جده يأكل جلي قال : أنت ترتجف والجلي يرتجف جننتوا الملعقة
محشش حرك المزهريه وانكسرت جاء مسؤول المتحف يركض قال له : يخرب بيتك هذي من القرن الثامن عشر رد المحشش .... خوفتني الله ياخذك احسبها جديده
محشش اشتغل بمستشفى الولاده بعد ثلاث شهور عمل بحث أثبت فيه : إن النساء الحوامل أكثر عرضه للولاده
محششين اجتمعوا وقالو أمريكا وصلو القمر احنا لازم نوصل الشمس !! سألهم عالم أمريكي ما تخافون تحترقون ؟؟ واحد منهم قال: شوف الغبي على باله بنروح وقت الظهر
اربعة محششين فتحوا محل بيع دجاج أربع ادوار وحطوا في كل دور كاشير - دخل زبون وقال اشتي. دجاج : قال المحشش : حي ولا ميت؟ قال : ميت - قال : بالدور الثاني راح وقال : هات لي دجاج ميت قاله المحشش : مبرد ولا مثلج؟ قال مبرد - قال بالدور الثالث راح للثالث وقال : هات لي دجاج ميت ومبرد - قاله المحشش : مقطع ولا لا ؟ قال : مقطع - قال أطلع الدور الرابع طلع للرابع وقال : هات لي دجاج ميت ومبرد ومقطع - قال المحشش : أصلا ما عندنا دجاج بس أمانه كيف التنظيم
كهربائي محشش، جاته وحدة وقالت الجرس عطلان قالها بكرة ان شاء الله أصلحه ثاني يوم جاته وقالت: وينك ما جيت؟ قال : جيت ودقيت الجرس بس محد طلع!
محشش دق على وحدة قال لها : الاخت شريفة ؟ قالت : لا قال : هذا هو المطلوب .
محشش مقدم على وظيفة محاسب بشركة قاله المدير : مكتوب بالـ cv إنك سريع بالاجابة بالرياضيات خلينا نشوف .. 17 ضرب 18 كم ؟ رد عليه بسرعة 30 قاله المدير الجواب غلط ! قال المحشش : ما اختلفنا أنه غلط بس ايش رأيك بالسرعة !!
محشش يبغى يعمل في سوبر ماركت : قال له صاحب المحل : تعال اعلمك كيف تعامل الزبائن وتجذبهم : دخلت واحده كبيره في السن قالت له أعطيني كيلو عسل رد عليها راعي المحل... كل هذا العسل وجاي يشتري عسل؟؟ راحت الزبونة واخذت بدل الكيلو 2 دخلت واحده وقالت له أعطيني فراوله قال لها الفراوله جايه تشتري فراوله اخدت بدل الكيلو صندوق تحمس المحشش وقله خليني اجرب دخلت وحده سمينه قالت أعطيني علبة حليب قلها مو معقووول البقره بنفسها جايه تشتري حليب
محشش قام من النوم قال لأخوه: حلمت بمسمار دخل برجلي قال اخوه : تستاهل ليش تنام حافي العايلة خربانه
محشش مريض لابس فانيله مرسوم عليها خريطة صنعاء !! سأله الدكتور وين تحس الوجع بالضبط ؟؟؟ قال: عند سوق القات
محشش ربح مليون سألته المذيعه : ايش باتسوي بالمليون قال : اسدد ديوني المذيعه : طيب والباقي قال : الباقي يصبروا عليا
محشش سار يستلم شهادته .. طلعت النتيجة إنه راسب فيهن كلهن. رجع للبيت وقدوه ضابح رجم الشهادة لا عند أمه وقال لها: ) كوني العبي طول السنة ... وإرجعي إدعي لي آخر يومين... )
محشش شاف أمه تحط * المبخرة * تحتها وهي لابسه قميص النوم * وشاف الدخان يطلع من فوق * سأله ابوه فين أمك ؟ . * * قال له تحميلك العشاء يا وحش .*
واحد ذماري ولدت مرته بنت سماها غيدا • والثانيه سماها غدير.... والثالثه سماها غاده جت له الرابعة قال هذي قدي غاغه
محشش ضاع ولده قالت زوجته : روح دور ولدك له 5 أيام ضايع قال: أقولك لا توجعي راسي أسبقيني للغرفة نقطع بدل فااااقد
ذماري سمع اذان العصر و فطر على طول قالو له الناس يا مجرم فطرت قلهم قد ذا اذن قالو له هذا اذان العصر قلهم سبحان الله نفس اذان المغرب بالضبط
محشش يسأل أمه ماما ليش تسمين أخويا الصغير عصفور ؟ قالت له : دائما الأطفال الصغار عصافير وليش تسأل ؟ قالها : لأني طيرته من فوق السطح وماطار
ضابط يحقق مع محشش قاله : وين ساكن قال: مع اخوي قاله : اخوك وين ساكن قال: معاي عصب الضابط وقاله : ياحمار انت واخوك وين ساكنين قال : مع بعض ..!؟
ديك سكران فتح بيضه حصلها فاضيه جمع الدجاج كلهن في الحوش وقالهن من بنت الكلب التي تاخذ حبوب منع الحمل
واحد تزوج دلوعة . يوم قرب منها قالت : تف شك في نفسة المسكين وراح فرش أسنانة بسرعة ويوم رجع قالت له : تف راح غسل وجهة وتعطر ويوم رجع قالت له : تف راح وتروش ورجع قالت له : تف قال لها :- تف عليك وعلى ام اللي جابتك وش تبين إنتي قالت له : تف اللمبة
محشش اشترى سماعات رجعهم ثاني يوم ! قالو له ليش رجعتهم قال : الثنتين فيهم نفس الأغنيه !
محشش إتصل على عمه وقال له : عمي أنا ماعاد أبغى بنتك العم : والفاتحة اللي قريناها يا ولدي؟ المحشش : كذبت عليك أنا قريت سورة الكافرون
واحد من سكان الارض يراسل واحد من سكان المريخ قال له : صحيح الدقيقة عندكم زي مليون سنة عندنا !! قال له : ايوه صحيح .. رجع سأله مرة ثانية : وصحيح الريال عندكم زي مليون ريال عندنا قال له : ايوه صيحح قال له : طيب ارسل لي ريال قال له المريخي .. طيب دقيقة
محشش في الحمام يصيح لزوجته : وين الشامبو .. ؟ ردت عليه : جنبك على الرف يا احول . قال لها : يا خبلا هذا مكتوب عليه للشعر الجاف .. انا شعري فيه ماء
محشش يسال صاحبه ليش لما يطير الصاروخ يخرج نار قال له ع شان ما يتعلقوش الجهال
محشش سالو ليش قتلت أبوك ؟ رد عليهم. كان في رحلة للأيتام وكنت اشتي اسير. طيب وعمك ليش قتلته ؟ قال: كنت اشتي ولد عمى يسافر معي ، وليش كنت تشتي تنتحر ؟ قال لأنهم الغوا الرحلة فتم اعدامه ع الفور حتى لا يتكاثرو
محشش سار يخطب بنت طويلة قال ابوها : مهرها مليون ونص رد المحشش : صل على النبي ياعم ليش بكم حسبت لي المتر؟
واحد ذماري سار يزور صديقه في المستشفى دخل عليه وهم مركبين له الاكسجين رجع للبيت وسالته امه كيف صاحبك قال الحمد لله بس حولوه غاز
محشش مسحور سار لمشعوذ قله المشعوذ علاجك عندي! جيب لي نمله عوراء ونحله حامل وديك يتيم. قاله الذماري : ايش رايك ازيد اجيب لك ضفدعه غمارتين
محشش اتصل على بنت بالغلط المحشش : وليد موجود ؟ البنت : لا الرقم غلط غلق المحشش ،، رجع رن عليها من رقم ثاني المحشش : مرحبا البنت : اهلين مين معي؟ المحشش : انا وليد في حد اتصل يدورني ؟
محشش يهاوز واحدة قالت له : ايش تشتي رد : معجب بك قالت : من أي ناحية قال : من عنس
محشش أجر بيت مسكون وهو قاعد بيحشش الجن قال أطلع أخوفه شوي .. المهم الجن طلع قعد جنبه وقاله : ممكن سيجارة ؟ قاله : اتفضل ... الجن نزل متنرفز أوي إن الراجل مخفش راح فاتح بطنو وشايل عينو وطلع قاله ممكن سيجارة ؟ قاله : اتفضل الجن جاب آخره بقى راح شايل العمود الفقري وطلع قاله: ممكن سيجارة؟ قاله : إنت مش ملاحظ إن التدخين بيدمر صحتك
واحد محشش يقول اليوم رحنا نخطب لأخي من القريه طلبوا مننا 2 مليون شرط من الصدمة روحنا ونسينا أمي عندهم
محشش قال له المدرس ارسم أي شي بعد ما خلص المحشش اجا المدرس ولقى الصفحة بيضاء المدرس : شو رسمت ؟ المحشش : بقرة تأكل علف المدرس : وين العلف ؟ المحشش : أكلته البقرة المدرس : طيب وين البقرة ؟ المحشش : أكلت وراحت !!!!
محشش شاف جني بالليل : وهو مو حافظ شي من القرآن توهق وخاف وقام يردد: الا صلاتي ما أخليها يقولون الجني انبطح من الضحك
محشش قالوله جيب عكس هالجملة : ) الاطفال في الظلام يفعلون اخطاء ) قال : الاخطاء في الظلام تجيب اطفال.
محشش طرده أبوه من البيت .. سار فعل لفتين ورجع البيت .. دق ألباب خرج أبوه وقله ما جابك ؟ قال اشتي اسالك سؤال ! قله أسأل ! قله هذا بيت أبوك و الا بيت ابي !؟؟ قله بيت أبوك .! قله وخر خليني أدخل لوما قدوه بيت ابوك إطردني
واحد بيكلم محشش قال : بيقولوا القيامة باتقوم في 2019 رد المحشش : لا تصدق انا امس اشتريت تونه ومكتوب تاريخ الانتهاء 2020
اثنين محششين بيتجابرو لما ندخل الجنة ونتزوج حور العين زوجاتنا حق الدنيا اين نسيرهن؟ جاوبة صاحبة نديهن للكفار.
